Geneid	Symbol	Young_AdLibitum.log2fpkm.mean	Young_Fast.log2fpkm.mean	Young_Refeed.log2fpkm.mean	Aged_AdLibitum.log2fpkm.mean	Aged_Fast.log2fpkm.mean	Aged_Refeed.log2fpkm.mean
ENSMUSG00000032580.13	Rbm5	2.12577272149692	2.37399381572229	2.20684728403431	2.10606634997292	2.24175303989947	2.15603601533656
ENSMUSG00000029291.12	Rufy3	0.311272179114144	0.0958052671924147	0.276101339176462	0.134677934717944	0.19361069128889	0.323303015134149
ENSMUSG00000032060.11	Cryab	8.34744345289209	7.69604494897503	8.85628799738578	8.71453739865562	8.73403903364682	8.75622231290161
ENSMUSG00000023044.3	Csad	1.16781792476275	1.50546633698997	1.28765026396787	1.30624903209351	1.28133330740969	1.01624988291882
ENSMUSG00000028179.13	Cth	0.00826557980045064	0.614604536646639	0.260025890077274	0.292371710119151	0.717818584357955	0.216708425340092
ENSMUSG00000045827.11	Serpinb9	0.350846634335502	0.0042862376523523	0.132694241218779	0.0593754982396847	0.109797630951462	-0.265693868140623
ENSMUSG00000039244.11	E130309D02Rik	1.31576706052278	1.07196381216464	1.33959370702635	1.22298355545836	1.12158108728636	1.26570192008359
ENSMUSG00000019732.15	Calr3	0.744839911349827	1.10187058189787	0.821126600465813	0.7114865148559	0.979751698365107	0.897044660228254
ENSMUSG00000045776.4	Lrtm1	2.35462910236832	1.85618406223714	2.01310377828221	2.03182189878534	1.67748798656677	1.79548838992761
ENSMUSG00000029196.10	Tada2b	2.52681063387078	2.78762480351734	2.89700541054489	2.66744923086909	2.78381198021052	2.9114432960262
ENSMUSG00000004383.19	Large1	1.58649516922018	1.17631959865044	1.57771611635387	1.93937075991024	1.71024426303546	1.55686712033408
ENSMUSG00000001098.16	Kctd10	2.66737090739476	2.39659959661754	2.47580056418424	2.35776847007756	2.30622727964046	2.23753414982547
ENSMUSG00000028104.15	Polr3gl	5.23522755138838	5.38927828768174	5.42922347204843	5.46181137935067	5.42259780706312	5.43918797885302
ENSMUSG00000024335.21	Brd2	3.64491187237388	3.79637407603204	3.67567597596502	3.70847438080866	3.81106084432673	3.57919388682087
ENSMUSG00000036158.13	Prickle1	0.5185916163365	0.991765088687834	0.984002949257402	0.414906148329992	0.603430083823087	0.85821375069468
ENSMUSG00000050812.19	Ecpas	4.48979239123495	4.80837980380598	4.62969205259321	4.41200661179827	4.56134557442641	4.67507511052896
ENSMUSG00000039210.17	Gpatch2	0.793804076778426	1.03455229684651	0.8171432107322	0.729224765728809	0.880439430506994	0.766613113588609
ENSMUSG00000006941.6	Eif1b	4.39121249548981	4.58113110445103	4.61969384900477	4.58184731890848	4.55269531495204	4.81831556000396
ENSMUSG00000029672.17	Fam3c	1.22637586571977	0.871981172708616	1.12856193004919	1.18479261573769	1.09592699538595	0.888839623411442
ENSMUSG00000020273.14	Papolg	0.217222399498508	0.55261540717046	-0.0336384072640879	0.291095426467656	0.54884884060317	0.0526564341987543
ENSMUSG00000022325.15	Pop1	0.223464362235645	0.498793117797724	0.129821998468064	-0.0965089438079492	0.164669131860133	-0.0517707684041189
ENSMUSG00000028136.16	Snx27	2.91471046847281	2.67807195478068	2.81304951317899	3.03043914566441	2.80181736695766	2.84431578960233
