Geneid	Symbol	GElaS
ENSMFAG00000042243	CXXC5	0.97612840617325
ENSMFAG00000032784	MYCN	0.297854303693234
ENSMFAG00000041605	PPP4R1	0.110250780690635
ENSMFAG00000025927	UQCRB	0.182937853622248
ENSMFAG00000036873	CEMIP2	0.749363059213563
ENSMFAG00000033606	MDM4	0.19477981188846
ENSMFAG00000003814	""	0.0403885649802208
ENSMFAG00000045800	PKP2	1.08143756040139
ENSMFAG00000032173	""	0.136833941388029
ENSMFAG00000049363	""	0.973826109470505
ENSMFAG00000030143	TMEM223	0.448226078722311
ENSMFAG00000010720	""	0.0275722160146182
ENSMFAG00000053543	""	0.237000003084128
ENSMFAG00000040374	DCP1A	0.106311081947456
ENSMFAG00000039068	""	0.774762429644031
ENSMFAG00000050015	ADCYAP1	0.680123350092209
ENSMFAG00000037492	DENND4B	0
ENSMFAG00000033872	STX3	0
ENSMFAG00000043832	PIN4	0.201997553318081
ENSMFAG00000002351	""	0.852827160440732
ENSMFAG00000016739	SPOUT1	0.146992529676192
ENSMFAG00000027901	DHRS7B	0.324799002250488
ENSMFAG00000002795	COA5	0.0760395604337844
ENSMFAG00000046257	CD209	0.505991789712968
ENSMFAG00000002505	DCTPP1	0.481457217257405
ENSMFAG00000041921	SSR4	0.297354592953991
ENSMFAG00000044774	ELL	0.0665371485289192
ENSMFAG00000038681	VPS26B	0.201764264759519
ENSMFAG00000031265	RNF169	0.269902243683388
ENSMFAG00000045411	STEAP2	0.771351460280792
ENSMFAG00000036755	FILIP1L	0.156193969986301
ENSMFAG00000036509	TRAPPC1	0.019951321776707
ENSMFAG00000031663	""	0.0730839247752299
ENSMFAG00000037811	""	0.25564727314274
ENSMFAG00000045821	""	0.00211919049994683
ENSMFAG00000035334	TAPBPL	0.129359586726943
ENSMFAG00000044613	IGF2	0.357375259702661
ENSMFAG00000028608	SREBF1	0.989109871184903
ENSMFAG00000032147	ATP11A	0.0225205267835905
ENSMFAG00000031925	MTR	0.130896271940538
ENSMFAG00000061139	KRBA2	0.205076287973018
ENSMFAG00000032079	HMBS	0.225368958699215
ENSMFAG00000062599	""	0.105587264028949
ENSMFAG00000042640	ADAMTSL1	0.191258793291416
ENSMFAG00000037146	PHLPP2	0.259928586378575
ENSMFAG00000036973	BOD1L1	0.487940042545329
ENSMFAG00000064437	ELOVL6	0.798411729896662
ENSMFAG00000003921	GNAQ	0.390763760086933
ENSMFAG00000045740	NUDT5	0.246343765542526
ENSMFAG00000039460	RPS27L	0.219680699994965
ENSMFAG00000050070	RASD1	3.61093173123839
ENSMFAG00000042362	ZNF81	0
ENSMFAG00000029604	DAD1	0.0949585181098752
ENSMFAG00000058361	""	0.346362088556714
ENSMFAG00000036457	ST3GAL1	0
ENSMFAG00000053739	C15orf61	0.417903886736415
ENSMFAG00000037177	PSMD9	0.199110225180396
ENSMFAG00000040724	GABBR1	0.0861445768197087
ENSMFAG00000035635	TMEM205	0.0715420868512799
ENSMFAG00000000910	IGSF3	0.392206872546924
ENSMFAG00000001084	NECTIN3	0.148126451616561
